OBJECTID,NAME_2,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
438,Dallam,438,5670,0.393749996850000,0,62,62,0.811992945326000,4.360630030680000,4604.000000000000000,51,0,22,0
439,Dallas,439,13734,0.953749992370000,0,63,63,18.066695791499999,24.679496307299999,248128.000000000000000,61,0,4,6
440,Dane,440,5109,0.354791663828000,6,63,57,27.904873752200000,17.873337919499999,142566.000000000000000,58,11,46,21
441,Daniels,441,6616,0.459444440769000,0,32,32,0.262696493349000,1.966444377730000,1738.000000000000000,28,0,20,0
442,Danville,442,173,0.012013888792800,17,63,46,50.497109826600003,13.040454741100000,8736.000000000000000,41,63,17,57
443,Dare,443,1422,0.098749999210000,0,60,60,4.607594936710000,11.427476879400000,6552.000000000000000,55,0,21,0
444,Darke,444,2373,0.164791665348000,0,59,59,11.224188790600000,9.034389781290001,26635.000000000000000,54,8,42,9
445,Darlington,445,2080,0.144444443289000,0,62,62,15.590384615400000,13.734974442200000,32428.000000000000000,60,8,62,11
446,Dauphin,446,2203,0.152986109887000,0,63,63,24.695415342699999,20.772273496400000,54404.000000000000000,60,7,47,15
447,Davidson,447,4111,0.285486108827000,0,63,63,34.490391632200001,21.038967046600000,141790.000000000000000,60,62,5,28
448,Davie,448,979,0.067986110567200,6,61,55,15.182839632300000,11.743264503100001,14864.000000000000000,55,8,31,11
449,Daviess,449,5748,0.399166663473000,0,62,62,7.477035490610000,11.027595302500000,42978.000000000000000,60,0,41,6
450,Davis,450,4532,0.314722219704000,0,63,63,12.569726390100000,19.636024803700000,56966.000000000000000,61,0,4,5
451,Davison,451,1883,0.130763887843000,0,63,63,7.019118428040000,12.637629194600001,13217.000000000000000,60,0,4,0
452,Dawes,452,5734,0.398194441259000,0,60,60,0.984304150680000,4.741312753820000,5644.000000000000000,49,0,25,0
453,Dawson,453,18586,1.290694434120000,0,63,63,2.268320241040000,6.890720093170000,42159.000000000000000,61,0,63,0
454,Day,454,4630,0.321527775206000,0,48,48,1.628509719220000,4.466748681470000,7540.000000000000000,40,0,33,0
455,De Kalb,455,8530,0.592361106372000,0,62,62,12.390621336500001,11.929877423800001,105692.000000000000000,60,0,4,9
456,De Soto,456,3195,0.221874998225000,0,58,58,6.948982785600000,7.534514930680000,22202.000000000000000,53,0,34,6
457,De Witt,457,1576,0.109444443569000,0,55,55,7.182106598980000,8.266451655539999,11319.000000000000000,47,0,31,6
458,Deaf Smith,458,5559,0.386041663578000,0,62,62,1.948372009350000,6.204469817930000,10831.000000000000000,60,0,30,0
459,Dearborn,459,1182,0.082083332676700,0,62,62,15.989847715700000,12.916885097400000,18900.000000000000000,59,9,46,11
460,Debaca,460,8525,0.592013884153000,0,21,21,0.100527859238000,1.043277467340000,857.000000000000000,17,0,15,0
461,Decatur,461,10528,0.731111105262000,0,60,60,3.904160334350000,7.650219875960000,41103.000000000000000,58,0,42,0
462,Deer Lodge,462,3207,0.222708331552000,0,55,55,2.492048643590000,6.139109427180000,7992.000000000000000,46,0,4,0
463,Defiance,463,1662,0.115416665743000,0,60,60,10.332731648599999,11.188274962200000,17173.000000000000000,56,7,52,7
464,DeKalb,464,2204,0.153055554331000,0,63,63,30.883393829399999,27.324286281399999,68067.000000000000000,60,63,28,12
465,Del Norte,465,4102,0.284861108832000,0,55,55,1.138225255970000,4.825593697100000,4669.000000000000000,47,0,14,0
466,Delaware,466,15381,1.068124991460000,0,63,63,12.817112021300000,16.751286134499999,197140.000000000000000,61,0,44,7
467,Delta,467,10573,0.734236105237000,0,59,59,2.569847725340000,6.689091047260000,27171.000000000000000,56,0,48,0
468,Denali,468,80325,5.578124955380000,0,49,49,0.094179894179900,1.355513595200000,7565.000000000000000,42,0,6,0
469,Dent,469,2853,0.198124998415000,0,53,53,1.414651244300000,4.913998102300000,4036.000000000000000,42,0,29,0
470,Denton,470,3438,0.238749998090000,0,63,63,34.616346713200002,22.189548880000000,119011.000000000000000,60,63,42,31
471,Denver,471,598,0.041527777445600,8,63,55,58.312709030100002,11.472267230300000,34871.000000000000000,50,63,8,63
472,Des Moines,472,1699,0.117986110167000,0,61,61,11.828722778100000,12.533959950800000,20097.000000000000000,58,6,48,7
473,Deschutes,473,12790,0.888194437339000,0,63,63,2.828146989840000,8.461263743360000,36172.000000000000000,61,0,40,0
474,Desha,474,2989,0.207569442784000,0,53,53,1.992639678820000,6.156643700130000,5956.000000000000000,48,0,20,0
475,Desoto,475,3970,0.275694442239000,0,63,63,13.983123425700001,17.276079976700000,55513.000000000000000,61,0,37,7
476,Deuel,476,4451,0.309097219749000,0,41,41,3.035497640980000,5.244170440260000,13511.000000000000000,38,0,32,0
477,Dewey,477,14135,0.981597214369000,0,50,50,0.361089494163000,2.383040526770000,5104.000000000000000,42,0,20,0
478,Dewitt,478,3143,0.218263887143000,0,58,58,11.759783646200001,14.843221800700000,36961.000000000000000,55,0,58,7
479,Dickens,479,3309,0.229791664828000,0,22,22,0.223632517377000,1.583050134890000,740.000000000000000,17,0,17,0
480,Dickenson,480,1266,0.087916665963300,0,32,32,3.657187993680000,5.099888453170000,4630.000000000000000,27,0,23,0
481,Dickey,481,4879,0.338819441734000,0,48,48,1.394548063130000,4.486537786690000,6804.000000000000000,41,0,33,0
482,Dickinson,482,8330,0.578472217594000,0,61,61,5.103841536610000,10.568050658800001,42515.000000000000000,59,0,61,0
483,Dickson,483,1834,0.127361110092000,0,61,61,11.045256270399999,11.531835497900000,20257.000000000000000,59,6,4,7
484,Dillingham,484,111968,7.775555493350000,0,31,31,0.027543583881100,0.618301887506000,3084.000000000000000,27,0,29,0
485,Dillon,485,1491,0.103541665838000,0,61,61,12.130114017400000,10.885870889900000,18086.000000000000000,57,7,42,8
486,Dimmit,486,4588,0.318611108562000,0,60,60,16.996512641700001,13.854943063700000,77980.000000000000000,57,0,59,14
487,Dinwiddie,487,1925,0.133680554486000,0,61,61,7.418181818180000,9.536270164079999,14280.000000000000000,54,5,27,5
488,District of Columbia,488,249,0.017291666528300,63,63,0,63.000000000000000,0.000000000000000,15687.000000000000000,1,63,63,63
489,Divide,489,5995,0.416319441114000,0,56,56,12.365137614700000,11.184208706800000,74129.000000000000000,52,0,56,10
490,Dixie,490,2478,0.172083331957000,0,45,45,1.981840193700000,4.727445616140000,4911.000000000000000,40,0,17,0
491,Dixon,491,1997,0.138680554446000,0,34,34,2.856284426640000,4.713300289040000,5704.000000000000000,31,0,4,0
492,Doddridge,492,1251,0.086874999305000,0,21,21,4.513988808950000,4.455347804320000,5647.000000000000000,19,0,4,6
493,Dodge,493,9527,0.661597216929000,0,63,63,11.498582974700000,11.347575716300000,109547.000000000000000,60,0,63,9
494,Dolores,494,4092,0.284166664393000,0,16,16,0.197214076246000,1.196264166940000,807.000000000000000,14,0,10,0
495,Dona Ana,495,13625,0.946180547986000,0,63,63,4.221871559630000,10.533763216700001,57523.000000000000000,61,0,42,0
496,Doniphan,496,1540,0.106944443589000,0,62,62,4.915584415580000,8.612774639810000,7570.000000000000000,46,0,25,5
497,Donley,497,3463,0.240486109187000,0,38,38,0.859370488016000,3.409508939180000,2976.000000000000000,33,0,24,0
498,Dooly,498,1408,0.097777776995600,0,50,50,6.061079545450000,8.389520449939999,8534.000000000000000,45,0,38,5
499,Door,499,2073,0.143958332182000,0,57,57,9.766521948870000,7.973998889160000,20246.000000000000000,52,7,32,8
500,Dorchester,500,4277,0.297013886513000,0,63,63,10.331306990900000,14.033307668000001,44187.000000000000000,61,0,49,6
501,Dougherty,501,1170,0.081249999350000,0,63,63,19.947863247899999,22.494934276100000,23339.000000000000000,61,0,30,9
502,Douglas,502,54684,3.797499969620000,0,63,63,5.835472898840000,13.052075739399999,319107.000000000000000,61,0,47,0
503,Drew,503,3010,0.209027776106000,0,58,58,1.961794019930000,6.475833078240000,5905.000000000000000,51,0,26,0
504,Dubois,504,1682,0.116805554621000,0,61,61,11.627824019000000,12.167700021100000,19558.000000000000000,59,6,4,7
505,Dubuque,505,2503,0.173819443054000,0,63,63,16.872552936500000,14.960573359600000,42232.000000000000000,60,8,0,10
506,Duchesne,506,12914,0.896805548381000,0,57,57,2.167028031590000,4.879504570640000,27985.000000000000000,53,0,33,0
507,Dukes,507,447,0.031041666418300,0,29,29,6.825503355700000,6.815955301390000,3051.000000000000000,26,0,22,6
508,Dundy,508,3583,0.248819442454000,0,26,26,0.277979346916000,1.885142681030000,996.000000000000000,22,0,11,0
509,Dunklin,509,2047,0.142152776641000,0,59,59,6.631167562290000,9.137406583730000,13574.000000000000000,55,0,37,5
510,Dunn,510,12947,0.899097215029000,0,60,60,11.701166293300000,11.313561078499999,151495.000000000000000,57,0,60,9
511,Dupage,511,1354,0.094027777025600,51,63,12,62.420236336800002,1.284461598690000,84517.000000000000000,13,63,51,63
512,Duplin,512,3010,0.209027776106000,0,57,57,9.745847176080000,6.768958195060000,29335.000000000000000,50,6,40,8
513,Durham,513,1108,0.076944443828900,6,63,57,41.747292418800001,21.465429386200000,46256.000000000000000,58,63,36,48
514,Dutchess,514,3312,0.229999998160000,0,62,62,19.931159420299998,15.492891313900000,66012.000000000000000,59,8,52,13
515,Duval,515,9092,0.631388883838000,0,63,63,14.836779586400000,24.059099631300001,134896.000000000000000,61,0,4,0
516,Dyer,516,1982,0.137638887788000,0,61,61,8.587790111000000,12.393282589400000,17021.000000000000000,59,0,47,6
517,Eagle,517,6623,0.459930551876000,0,56,56,3.342895968590000,8.531016349770001,22140.000000000000000,54,0,50,0
518,Early,518,1858,0.129027776746000,0,56,56,2.670613562970000,6.881372787660000,4962.000000000000000,44,0,26,0
519,East Baton Rouge,519,1656,0.114999999080000,7,63,56,43.417874396099997,19.753872471200001,71900.000000000000000,57,63,39,51
520,East Carroll,520,1604,0.111388887998000,0,36,36,1.327930174560000,4.318485805920000,2130.000000000000000,30,0,25,0
521,East Feliciana,521,1573,0.109236110237000,0,43,43,8.575969485060000,6.157819090250000,13490.000000000000000,36,6,33,7
522,Eastland,522,3335,0.231597220369000,0,52,52,2.085457271360000,6.197998532620000,6955.000000000000000,47,0,27,0
523,Eaton,523,2352,0.163333332027000,0,63,63,16.041241496600001,15.495980930200000,37729.000000000000000,59,7,63,9
524,Eau Claire,524,2720,0.188888887378000,0,62,62,12.897426470599999,14.663033526500000,35081.000000000000000,58,7,38,8
525,Echols,525,1485,0.103124999175000,0,12,12,0.769023569024000,2.189625843870000,1142.000000000000000,10,0,12,0
526,Ector,526,3172,0.220277776016000,0,63,63,14.252206809600001,17.211357970100000,45208.000000000000000,60,0,43,9
527,Eddy,527,17804,1.236388879000000,0,63,63,3.811278364410000,8.501998309070000,67856.000000000000000,61,0,42,0
528,Edgar,528,2442,0.169583331977000,0,57,57,4.372645372650000,6.782779560860000,10678.000000000000000,50,0,29,5
529,Edgecombe,529,1892,0.131388887838000,0,63,63,12.100422833000000,12.217785005200000,22894.000000000000000,60,5,40,8
530,Edgefield,530,1831,0.127152776761000,0,60,60,10.254505734600000,10.643197952600000,18776.000000000000000,57,5,45,6
531,Edmonson,531,1166,0.080972221574400,0,23,23,3.865351629500000,3.998483868520000,4507.000000000000000,19,0,20,5
532,Edmunds,532,4969,0.345069441684000,0,30,30,1.016502314350000,3.367736268920000,5051.000000000000000,28,0,4,0
533,Edwards,533,10571,0.734097216349000,0,43,43,0.548387096774000,2.557595005970000,5797.000000000000000,36,0,24,0
534,Effingham,534,3584,0.248888886898000,0,62,62,11.094866071400000,12.199144454800001,39764.000000000000000,59,0,50,7
535,El Dorado,535,6907,0.479652773941000,0,62,62,5.397712465610000,11.228212232700001,37282.000000000000000,61,0,3,0
536,El Paso,536,11873,0.824513882293000,0,63,63,17.043291501700001,22.255406164000000,202355.000000000000000,61,0,37,6
537,Elbert,537,8558,0.594305550801000,0,62,62,2.665342369710000,5.664053974450000,22810.000000000000000,56,0,49,0
538,Elk,538,5814,0.403749996770000,0,56,56,2.551255589960000,7.056875260880000,14833.000000000000000,53,0,31,0
539,Elkhart,539,1899,0.131874998945000,7,62,55,29.913638757200001,17.514273675700000,56806.000000000000000,56,10,7,24
540,Elko,540,68809,4.778402739550000,0,63,63,0.369704544464000,3.025707902750000,25439.000000000000000,59,0,35,0
541,Elliott,541,896,0.062222221724400,0,41,41,1.977678571430000,5.678471402420000,1772.000000000000000,31,0,16,0
542,Ellis,542,11548,0.801944438029000,0,63,63,6.731641842740000,13.464533966199999,77737.000000000000000,61,0,37,0
543,Ellsworth,543,2793,0.193958331782000,0,56,56,1.876834944500000,5.882658257790000,5242.000000000000000,46,0,4,0
544,Elmore,544,15170,1.053472213790000,0,63,63,3.241661173370000,8.605505091120000,49176.000000000000000,61,0,63,0
545,Emanuel,545,2472,0.171666665293000,0,61,61,5.145631067960000,8.393381697320001,12720.000000000000000,54,0,27,5
546,Emery,546,17373,1.206458323680000,0,33,33,0.413284982444000,2.182311345380000,7180.000000000000000,30,0,29,0
547,Emmet,547,3790,0.263194442339000,0,57,57,6.541688654350000,9.086696372960001,24793.000000000000000,54,0,46,5
548,Emmons,548,6743,0.468263885143000,0,36,36,0.578674180632000,2.534882355280000,3902.000000000000000,31,0,24,0
549,Emporia,549,27,0.001874999985000,25,61,36,48.962962963000003,10.308146657700000,1322.000000000000000,17,59,25,52
550,Erath,550,3940,0.273611108922000,0,62,62,3.610406091370000,7.829350177410000,14225.000000000000000,56,0,36,0
551,Erie,551,8617,0.598402772991000,0,63,63,26.019960543100002,18.996168651600001,224214.000000000000000,60,8,5,18
552,Escambia,552,5706,0.396249996830000,0,63,63,12.549947423800001,18.177399491100001,71610.000000000000000,61,0,4,6
553,Esmeralda,553,13711,0.952152770161000,0,33,33,0.069870906571400,0.861034367326000,958.000000000000000,19,0,17,0
554,Essex,554,14526,1.008749991930000,0,63,63,11.136513837300001,19.527247356099998,161769.000000000000000,61,0,4,0
555,Estill,555,980,0.068055555011100,0,44,44,3.829591836730000,6.834377525420000,3753.000000000000000,36,0,26,0
556,Etowah,556,1998,0.138749998890000,0,63,63,17.027027026999999,15.964872295699999,34020.000000000000000,60,7,37,10
557,Eureka,557,16406,1.139305546440000,0,51,51,0.561014263074000,3.540111876160000,9204.000000000000000,48,0,46,0
558,Evangeline,558,2380,0.165277776456000,0,59,59,6.452100840340000,7.858238183660000,15356.000000000000000,51,0,36,5
559,Evans,559,669,0.046458332961700,0,59,59,9.031390134530000,10.429085808600000,6042.000000000000000,50,6,18,6
560,Fairbanks North Star,560,52508,3.646388859720000,0,63,63,2.543421954750000,9.163802699650001,133550.000000000000000,58,0,40,0
561,Fairfax,561,1561,0.108402776911000,13,63,50,57.838565022399997,10.200215997600001,90286.000000000000000,51,63,21,63
562,Fairfax City,562,23,0.001597222209440,63,63,0,63.000000000000000,0.000000000000000,1449.000000000000000,1,63,63,63
563,Fairfield,563,7199,0.499930551556000,0,63,63,24.840116682900000,20.938910523899999,178824.000000000000000,61,0,4,16
564,Fall River,564,7226,0.501805551541000,0,55,55,0.630362579574000,3.574862618550000,4555.000000000000000,43,0,34,0
565,Fallon,565,7017,0.487291662768000,0,42,42,0.942283026935000,3.411613773580000,6612.000000000000000,35,0,23,0
566,Falls,566,2718,0.188749998490000,0,56,56,2.015820456220000,5.361004366230000,5479.000000000000000,37,0,23,0
567,Falls Church,567,8,0.000555555551111,63,63,0,63.000000000000000,0.000000000000000,504.000000000000000,1,63,63,63
568,Fannin,568,4671,0.324374997405000,0,59,59,4.179190751450000,7.202710920420000,19521.000000000000000,53,0,30,0
569,Faribault,569,2966,0.205972220574000,0,55,55,5.122049898850000,6.534462248480000,15192.000000000000000,49,0,21,5
570,Faulk,570,4285,0.297569442064000,0,32,32,0.558693115519000,2.478495077390000,2394.000000000000000,28,0,15,0
571,Faulkner,571,2441,0.169513887533000,0,63,63,13.261368291700000,13.600510374200001,32371.000000000000000,61,6,42,8
572,Fauquier,572,2524,0.175277776376000,0,59,59,9.540015847859999,8.002895632840000,24079.000000000000000,55,7,24,7
573,Fayette,573,23945,1.662847208920000,0,63,63,9.724368344120000,13.215323008100000,232850.000000000000000,61,0,4,6
574,Fentress,574,1866,0.129583332297000,0,45,45,3.070739549840000,5.398416979440000,5730.000000000000000,35,0,24,0
575,Fergus,575,19248,1.336666655970000,0,60,60,0.435577722361000,2.873385523560000,8384.000000000000000,52,0,25,0
576,Ferry,576,10313,0.716180549826000,0,26,26,0.617667022205000,2.242227188820000,6370.000000000000000,24,0,26,0
577,Fillmore,577,5891,0.409097218949000,0,54,54,5.951960617890000,6.019227451230000,35063.000000000000000,50,0,43,6
578,Finney,578,4940,0.343055552811000,0,63,63,2.956680161940000,8.500115854830000,14606.000000000000000,59,0,36,0
579,Fisher,579,3257,0.226180553746000,0,26,26,0.660730733804000,2.642564339470000,2152.000000000000000,21,0,21,0
580,Flagler,580,1752,0.121666665693000,0,62,62,12.750570776300000,17.969215167600002,22339.000000000000000,60,0,26,5
581,Flathead,581,23715,1.646874986830000,0,62,62,1.851233396580000,6.323152212920000,43902.000000000000000,60,0,51,0
582,Fleming,582,1344,0.093333332586700,0,45,45,3.141369047620000,6.045532827910000,4222.000000000000000,37,0,5,0
583,Florence,583,5105,0.354513886053000,0,63,63,10.603917727700001,14.458160932900000,54133.000000000000000,61,0,4,7
584,Floyd,584,11103,0.771041660498000,0,63,63,7.688192380440000,12.278994738600000,85362.000000000000000,61,0,4,5
585,Fluvanna,585,1103,0.076597221609400,0,38,38,6.449682683590000,5.017373026220000,7114.000000000000000,29,5,27,6
586,Foard,586,2565,0.178124998575000,0,20,20,0.239766081871000,1.572366619900000,615.000000000000000,16,0,11,0
587,Fond du Lac,587,3212,0.223055553771000,8,62,54,19.479763387300000,12.501054558500000,62569.000000000000000,55,11,47,15
588,Ford,588,6136,0.426111107702000,0,63,63,3.844524119950000,8.408876503040000,23590.000000000000000,61,0,54,0
589,Forest,589,6196,0.430277774336000,0,49,49,2.440606843120000,5.370596719340000,15122.000000000000000,44,0,4,0
590,Forrest,590,1655,0.114930554636000,0,63,63,16.395166163100001,18.405430062600001,27134.000000000000000,61,0,55,9
591,Forsyth,591,2479,0.172152776401000,7,63,56,43.093989511899998,18.749996374300000,106830.000000000000000,57,63,7,49
592,Fort Bend,592,3076,0.213611109402000,0,63,63,28.897594278300001,23.198377974300001,88889.000000000000000,60,62,46,17
593,Foster,593,2863,0.198819442854000,0,51,51,1.840027942720000,5.067023119790000,5268.000000000000000,41,0,4,0
594,Fountain,594,1563,0.108541665798000,0,40,40,4.762635956490000,5.996316737870000,7444.000000000000000,34,0,29,5
595,Franklin,595,67992,4.721666628890000,0,63,63,7.703376867870000,12.926944359300000,523768.000000000000000,61,0,43,5
596,Frederick,596,4221,0.293124997655000,0,63,63,19.074626865700001,15.749170264600000,80514.000000000000000,60,9,59,12
597,Fredericksburg,597,42,0.002916666643330,59,63,4,62.666666666700003,0.745355992500000,2632.000000000000000,4,63,59,63
598,Freeborn,598,2969,0.206180553906000,0,61,61,10.039744021600001,9.597934516730000,29808.000000000000000,58,6,41,7
599,Freestone,599,3171,0.220208331572000,0,57,57,5.184484389780000,7.996512102950000,16440.000000000000000,53,0,35,5
600,Fremont,600,54195,3.763541636560000,0,62,62,1.120619983390000,4.681024872680000,60732.000000000000000,60,0,46,0
601,Fresno,601,22628,1.571388876320000,0,63,63,6.100848506280000,12.898565160300000,138050.000000000000000,61,0,42,0
602,Frio,602,3829,0.265902775651000,0,60,60,5.580830504050000,9.107756201390000,21369.000000000000000,56,0,42,0
603,Frontier,603,3910,0.271527775606000,0,28,28,0.431457800512000,2.203178980260000,1687.000000000000000,24,0,17,0
604,Fulton,604,15676,1.088611102400000,0,63,63,12.568002041300000,18.686206454899999,197016.000000000000000,61,0,33,6
605,Furnas,605,2855,0.198263887303000,0,35,35,1.148511383540000,3.629854376250000,3279.000000000000000,30,0,18,0
606,Gadsden,606,1856,0.128888887858000,0,59,59,8.547413793100000,9.224739144120001,15864.000000000000000,52,0,32,6
607,Gage,607,3378,0.234583331457000,0,62,62,3.752220248670000,8.679675673049999,12675.000000000000000,57,0,33,0
608,Gaines,608,5459,0.379097219189000,0,62,62,2.969225132810000,6.767713588100000,16209.000000000000000,53,0,33,0
609,Galax,609,36,0.002499999980000,8,54,46,38.583333333299997,12.852528934000000,1389.000000000000000,23,29,8,41
610,Gallatin,610,13053,0.906458326082000,0,63,63,4.103730943080000,9.056186914810000,53566.000000000000000,61,0,52,0
611,Gallia,611,1834,0.127361110092000,0,54,54,5.988004362050000,9.733631678749999,10982.000000000000000,50,0,32,0
612,Galveston,612,1415,0.098263888102800,0,63,63,36.793639575999997,21.749225123399999,52063.000000000000000,61,63,4,39
613,Garden,613,6963,0.483541662798000,0,28,28,0.187706448370000,1.550790159260000,1307.000000000000000,23,0,14,0
614,Garfield,614,62576,4.345555520790000,0,63,63,0.942374073127000,4.708751177540000,58970.000000000000000,61,0,58,0
615,Garland,615,2679,0.186041665178000,0,63,63,10.658827920900000,15.052454864000000,28555.000000000000000,61,0,37,6
616,Garrard,616,892,0.061944443948900,0,37,37,7.182735426010000,5.463209002700000,6407.000000000000000,32,6,4,6
617,Garrett,617,2593,0.180069443004000,0,52,52,7.462784419590000,7.990658320800000,19351.000000000000000,47,0,4,6
618,Garvin,618,2943,0.204374998365000,0,60,60,4.956846755010000,8.642983392470001,14588.000000000000000,53,0,35,0
619,Garza,619,3231,0.224374998205000,0,54,54,0.613122872176000,3.927161154760000,1981.000000000000000,38,0,16,0
620,Gasconade,620,1993,0.138402776671000,0,44,44,3.308078273960000,5.767133549060000,6593.000000000000000,41,0,4,0
621,Gaston,621,1340,0.093055554811100,9,63,54,36.703731343299999,17.699889984999999,49183.000000000000000,55,63,9,33
622,Gates,622,1307,0.090763888162800,0,32,32,5.022953328230000,3.488237026320000,6565.000000000000000,21,5,15,5
623,Geary,623,1541,0.107013888033000,0,62,62,7.743672939650000,15.510891921800001,11933.000000000000000,59,0,24,0
624,Geauga,624,1629,0.113124999095000,7,57,50,22.859422958900002,12.773630177299999,37238.000000000000000,51,9,56,20
625,Gem,625,2371,0.164652776461000,0,52,52,3.523407844790000,6.143766522870000,8354.000000000000000,43,0,22,0
626,Genesee,626,4686,0.325416664063000,6,63,57,26.939393939399999,17.815318449700001,126238.000000000000000,58,13,6,19
627,Geneva,627,2028,0.140833332207000,0,47,47,5.413214990140000,6.504046905810000,10978.000000000000000,39,0,33,6
628,Gentry,628,1960,0.136111110022000,0,35,35,1.731632653060000,4.517473940580000,3394.000000000000000,30,0,30,0
629,George,629,1715,0.119097221269000,0,57,57,6.025655976680000,6.883320404310000,10334.000000000000000,44,0,19,6
630,Georgetown,630,3193,0.221736109337000,0,62,62,8.630128405890000,12.142232835900000,27556.000000000000000,60,0,36,6
631,Gibson,631,4174,0.289861108792000,0,59,59,11.040728318199999,10.954769099500000,46084.000000000000000,57,6,4,7
632,Gila,632,17317,1.202569434820000,0,61,61,1.110123000520000,5.270337956180000,19224.000000000000000,59,0,35,0
633,Gilchrist,633,1243,0.086319443753900,0,38,38,5.206757843930000,5.249515415260000,6472.000000000000000,31,0,21,5
634,Giles,634,3615,0.251041664658000,0,59,59,5.695435684650000,7.803812854810000,20589.000000000000000,56,0,29,5
635,Gillespie,635,3711,0.257708331272000,0,58,58,1.556992724330000,6.152680930270000,5778.000000000000000,48,0,31,0
636,Gilliam,636,5280,0.366666663733000,0,13,13,0.315151515152000,1.408146473980000,1664.000000000000000,11,0,12,0
637,Gilmer,637,2887,0.200486109507000,0,59,59,3.927606511950000,7.597692341050000,11339.000000000000000,54,0,40,0
638,Gilpin,638,589,0.040902777450600,0,56,56,8.920203735139999,10.098937527200000,5254.000000000000000,45,0,30,6
639,Glacier,639,13984,0.971111103342000,0,60,60,1.392591533180000,4.538125681680000,19474.000000000000000,57,0,25,0
640,Glades,640,3320,0.230555553711000,0,51,51,2.416566265060000,5.099341111920000,8023.000000000000000,42,0,32,0
641,Gladwin,641,2141,0.148680554366000,0,44,44,5.507239607660000,5.892273528600000,11791.000000000000000,37,0,28,6
642,Glascock,642,523,0.036319444153900,0,17,17,2.565965583170000,3.658060114320000,1342.000000000000000,15,0,16,0
643,Glasscock,643,3224,0.223888887098000,0,44,44,4.305831265510000,5.810287850400000,13882.000000000000000,35,0,25,0
644,Glenn,644,5183,0.359930552676000,0,50,50,1.474049778120000,4.685111736600000,7640.000000000000000,43,0,27,0
645,Gloucester,645,2173,0.150902776571000,0,63,63,33.199723884000001,21.650460478900001,72143.000000000000000,60,63,0,31
646,Glynn,646,1559,0.108263888023000,0,62,62,16.724182168100000,18.965574266800001,26073.000000000000000,60,0,36,8
647,Gogebic,647,4977,0.345624997235000,0,58,58,3.272855133610000,7.878873340350000,16289.000000000000000,54,0,45,0
648,Golden Valley,648,9519,0.661041661378000,0,40,40,0.516755961761000,2.600174491790000,4919.000000000000000,36,0,24,0
649,Goliad,649,2958,0.205416665023000,0,43,43,0.759296822177000,3.463936649540000,2246.000000000000000,28,0,16,0
650,Gonzales,650,3719,0.258263886823000,0,61,61,8.968539930090000,8.914872105360001,33354.000000000000000,54,0,44,8
651,Goochland,651,1102,0.076527777165600,0,62,62,11.980036297600000,13.227781110300000,13202.000000000000000,59,5,48,7
652,Goodhue,652,3288,0.228333331507000,5,58,53,12.090328467200001,9.295535850800000,39753.000000000000000,54,7,53,8
653,Gooding,653,3029,0.210347220539000,0,41,41,4.518983162760000,6.623790332720000,13688.000000000000000,39,0,38,0
654,Gordon,654,1309,0.090902777050600,0,61,61,14.322383498900001,13.532744832700001,18748.000000000000000,58,6,55,9
655,Goshen,655,9066,0.629583328297000,0,62,62,0.800242664902000,4.401096361140000,7255.000000000000000,56,0,4,0
656,Gosper,656,1781,0.123680554566000,0,17,17,0.734980348119000,2.258294428340000,1309.000000000000000,15,0,14,0
657,Gove,657,4110,0.285416664383000,0,36,36,0.539902676399000,2.473556299970000,2219.000000000000000,25,0,4,0
658,Grady,658,5697,0.395624996835000,0,62,62,6.840793400040000,9.212112437140000,38972.000000000000000,60,0,45,6
659,Grafton,659,7316,0.508055551491000,0,53,53,5.127118644070000,7.681517475380000,37510.000000000000000,50,0,53,5
660,Graham,660,21401,1.486180543670000,0,62,62,0.789589271529000,3.974390711600000,16898.000000000000000,58,0,35,0
661,Grainger,661,1139,0.079097221589400,0,32,32,6.935030728710000,3.807159314910000,7899.000000000000000,22,6,4,7
662,Grand,662,21731,1.509097210150000,0,55,55,1.006718512720000,4.170633561390000,21877.000000000000000,50,0,37,0
663,Grand Forks,663,6487,0.450486107507000,0,63,63,7.202867273010000,11.922163073700000,46725.000000000000000,60,0,40,6
664,Grand Isle,664,832,0.057777777315600,0,35,35,7.662259615380000,3.415549664330000,6375.000000000000000,24,6,20,7
665,Grand Traverse,665,2078,0.144305554401000,0,62,62,14.788257940299999,14.264563898100000,30730.000000000000000,59,6,37,9
666,Granite,666,7604,0.528055551331000,0,24,24,0.309836927933000,1.700868678240000,2356.000000000000000,21,0,18,0
667,Grant,667,81560,5.663888843580000,0,62,62,2.467496321730000,6.472484706280000,201249.000000000000000,60,0,56,0
668,Granville,668,2033,0.141180554426000,0,62,62,11.589276930600001,11.381244792400000,23561.000000000000000,59,6,50,7
669,Gratiot,669,2316,0.160833332047000,0,57,57,9.522452504320000,9.239843709420001,22054.000000000000000,53,6,38,7
670,Graves,670,2094,0.145416665503000,0,59,59,7.833333333330000,8.227334450190000,16403.000000000000000,52,5,22,6
671,Gray,671,6760,0.469444440689000,0,63,63,2.417751479290000,6.961668823920000,16344.000000000000000,59,0,3,0
672,Grays Harbor,672,8529,0.592291661928000,0,57,57,2.249384453040000,5.939632208620000,19185.000000000000000,54,0,33,0
