OID_,NAME_2,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,Crawford,414,263073,16442062500.000000000000000,0.000000000000000,815.858642577999944,815.858642577999944,1.331697359770000,8.518514265069999,350333.619527000002563
,Creek,415,40675,2542187500.000000000000000,0.000000000000000,348.693878174000019,348.693878174000019,1.764328352030000,8.908977145980000,71764.055718899995554
,Crenshaw,416,25299,1581187500.000000000000000,0.000000000000000,162.168991089000002,162.168991089000002,0.549017387731000,3.717394455530000,13889.590892199999871
,Crisp,417,11707,731687500.000000000000000,0.000000000000000,407.417022705000022,407.417022705000022,2.045186347640000,11.650298829000000,23942.996571899999253
,Crittenden,418,41802,2612625000.000000000000000,0.000000000000000,402.259094237999989,402.259094237999989,1.425854535990000,11.421842346000000,59603.571313400003419
,Crockett,419,128230,8014375000.000000000000000,0.000000000000000,157.174102782999995,157.174102782999995,0.139807168338000,2.147179131620000,17927.473195999999007
,Crook,420,242816,15176000000.000000000000000,0.000000000000000,353.620422362999989,353.620422362999989,0.121067465456000,2.433120750020000,29397.117691999999806
,Crosby,421,37616,2351000000.000000000000000,0.000000000000000,108.729080199999999,108.729080199999999,0.148096574558000,2.525426014800000,5570.800748589999785
,Cross,422,25834,1614625000.000000000000000,0.000000000000000,180.435180664000001,180.435180664000001,0.654934549647000,5.523896323110000,16919.579155600000377
,Crow Wing,423,48064,3004000000.000000000000000,0.000000000000000,460.147033690999990,460.147033690999990,1.371730063820000,8.396179797280000,65930.833787299998221
,Crowley,424,33271,2079437500.000000000000000,0.000000000000000,296.114593506000006,296.114593506000006,0.178072703772000,3.878373323440000,5924.656927209999594
,Culberson,425,158792,9924500000.000000000000000,0.000000000000000,111.905685425000001,111.905685425000001,0.013424256601500,0.697450916040000,2131.664554259999932
,Cullman,426,31255,1953437500.000000000000000,0.000000000000000,280.631256103999988,280.631256103999988,2.594466657850000,8.406999824410001,81090.055391000001691
,Culpeper,427,15933,995812500.000000000000000,0.000000000000000,621.973449706999986,621.973449706999986,3.386598089130000,18.175622793900001,53958.667354099998192
,Cumberland,428,176814,11050875000.000000000000000,0.000000000000000,1954.948120120000112,1954.948120120000112,6.241450093240000,25.888212440000000,1103575.756790000014007
,Cuming,429,23835,1489687500.000000000000000,0.000000000000000,114.391723632999998,114.391723632999998,0.357946350666000,3.600439395570000,8531.651268120000168
,Currituck,430,10765,672812500.000000000000000,0.000000000000000,157.389129639000004,157.389129639000004,2.456044498330000,9.485724667150000,26439.319024500000523
,Curry,431,126271,7891937500.000000000000000,0.000000000000000,421.189483643000017,421.189483643000017,0.574503157219000,7.141872687030000,72543.088165199995274
,Custer,432,605035,37814687500.000000000000000,0.000000000000000,643.268066406000003,643.268066406000003,0.111537203545000,2.557192985380000,67483.911947100001271
,Cuyahoga,433,19156,1197250000.000000000000000,0.000000000000000,1920.070434570000089,1920.070434570000089,63.382964634499999,83.502298578099996,1214164.070539999986067
,Dade,434,28465,1779062500.000000000000000,0.000000000000000,361.865325928000004,361.865325928000004,0.878568657103000,5.525698466300000,25008.456824500000948
,Daggett,435,30205,1887812500.000000000000000,0.000000000000000,80.913856506299993,80.913856506299993,0.037288924444400,0.891625827040000,1126.311962839999978
,Dakota,436,35243,2202687500.000000000000000,0.000000000000000,1134.644165039999962,1134.644165039999962,12.424396991800000,37.919834625100002,437873.023182999982964
,Dale,437,23383,1461437500.000000000000000,0.000000000000000,320.394775390999996,320.394775390999996,2.154069341160000,9.898503198260000,50368.603404399997089
,Dallam,438,62506,3906625000.000000000000000,0.000000000000000,161.053878784000005,161.053878784000005,0.115661644409000,2.820903218520000,7229.546745440000450
,Dallas,439,154133,9633312500.000000000000000,0.000000000000000,4464.048339840000153,4464.048339840000153,16.735932029200001,63.720051505299999,2579559.411460000090301
,Dane,440,51248,3203000000.000000000000000,0.000000000000000,2062.546630859999823,2062.546630859999823,10.084139470800000,42.196677706800003,516791.979600000020582
,Daniels,441,59127,3695437500.000000000000000,0.000000000000000,81.164306640600003,81.164306640600003,0.027338882264400,0.847649063959000,1616.466091649999953
,Danville,442,1827,114187500.000000000000000,0.000000000000000,350.600646972999982,350.600646972999982,21.870839247100001,34.740560188400003,39958.023304399997869
,Dare,443,15746,984125000.000000000000000,0.000000000000000,210.662155151000007,210.662155151000007,2.250302681240000,10.024076145100000,35433.266018700000132
,Darke,444,25101,1568812500.000000000000000,0.000000000000000,253.603240967000005,253.603240967000005,2.116572178280000,10.147194047899999,53128.078246999997646
,Darlington,445,23570,1473125000.000000000000000,0.000000000000000,269.453826903999982,269.453826903999982,2.905850937840000,10.988589662200001,68490.906604899995727
,Dauphin,446,23017,1438562500.000000000000000,0.000000000000000,993.723266601999967,993.723266601999967,11.900067670500000,40.478634586600002,273903.857571000000462
,Davidson,447,45746,2859125000.000000000000000,0.000000000000000,1543.959960939999974,1543.959960939999974,17.985308885399999,45.316859599399997,822755.940269000013359
,Davie,448,10938,683625000.000000000000000,0.000000000000000,220.395553589000002,220.395553589000002,4.035043269070000,13.041578215800000,44135.303276999999071
,Daviess,449,61475,3842187500.000000000000000,0.000000000000000,419.640533446999996,419.640533446999996,2.267024520680000,13.644580591200000,139365.332408999995096
,Davis,450,47409,2963062500.000000000000000,0.000000000000000,1225.226928710000038,1225.226928710000038,7.412628665950000,33.120332328899998,351425.312424000003375
,Davison,451,18284,1142750000.000000000000000,0.000000000000000,199.954742431999989,199.954742431999989,1.078618816780000,9.060000066340001,19721.466445999998541
,Dawes,452,57823,3613937500.000000000000000,0.000000000000000,413.125274658000023,413.125274658000023,0.158246198419000,3.697182306110000,9150.269931200000428
,Dawson,453,187279,11704937500.000000000000000,0.000000000000000,669.614257812999995,669.614257812999995,0.385681478951000,5.128914463360000,72230.041696500004036
,Day,454,45063,2816437500.000000000000000,0.000000000000000,126.379585266000007,126.379585266000007,0.119773217390000,1.761837380720000,5397.340495249999549
,De Kalb,455,91368,5710500000.000000000000000,0.000000000000000,1100.062744139999950,1100.062744139999950,2.662991815760000,16.981101839600001,243312.236223000014434
,De Soto,456,37134,2320875000.000000000000000,0.000000000000000,174.000091553000004,174.000091553000004,0.728719111998000,4.853863803060000,27060.255504900000233
,De Witt,457,16743,1046437500.000000000000000,0.000000000000000,225.946640015000014,225.946640015000014,0.970715627465000,7.408202067590000,16252.691750600000887
,Deaf Smith,458,62028,3876750000.000000000000000,0.000000000000000,447.805969237999989,447.805969237999989,0.315194963641000,5.745646569000000,19550.913204699998460
,Dearborn,459,12826,801625000.000000000000000,0.000000000000000,274.073516846000018,274.073516846000018,4.046541894710000,13.807446602300001,51900.946341499999107
,Debaca,460,97233,6077062500.000000000000000,0.000000000000000,50.813377380399999,50.813377380399999,0.019579533598200,0.590855390030000,1903.776790350000056
,Decatur,461,115074,7192125000.000000000000000,0.000000000000000,370.796600341999977,370.796600341999977,0.660172621232000,5.309146368580000,75968.704215599995223
,Deer Lodge,462,30730,1920625000.000000000000000,0.000000000000000,232.148468017999988,232.148468017999988,0.297665074516000,5.057605982430000,9147.247739889999139
,Defiance,463,17152,1072000000.000000000000000,0.000000000000000,193.980895995999987,193.980895995999987,2.230750134400000,10.613389647000000,38261.826305199996568
,DeKalb,464,24919,1557437500.000000000000000,0.000000000000000,821.460876464999956,821.460876464999956,28.754500221800001,60.629026480100002,716533.391028000041842
,Del Norte,465,42104,2631500000.000000000000000,0.000000000000000,678.191101074000017,678.191101074000017,0.686203370223000,8.824553095670000,28891.906699899998785
,Delaware,466,160859,10053687500.000000000000000,0.000000000000000,1497.290771480000103,1497.290771480000103,6.179576417940000,32.010787212200000,994040.483012999990024
,Delta,467,108398,6774875000.000000000000000,0.000000000000000,293.319488524999997,293.319488524999997,0.674398512398000,5.710648543910000,73103.449946900000214
,Denali,468,491164,30697750000.000000000000000,0.000000000000000,90.491653442399993,90.491653442399993,0.003611233171380,0.252622524532000,1773.707729389999940
,Dent,469,31191,1949437500.000000000000000,0.000000000000000,176.102905273000005,176.102905273000005,0.513640195860000,4.142736702760000,16020.951349099999788
,Denton,470,39531,2470687500.000000000000000,0.000000000000000,1711.282104489999938,1711.282104489999938,20.313563011399999,62.955995426000001,803015.459404999972321
,Denver,471,6474,404625000.000000000000000,0.000000000000000,1636.428833010000062,1636.428833010000062,93.014627834500004,131.844366970999999,602176.700599999981932
,Des Moines,472,17852,1115750000.000000000000000,0.000000000000000,242.456283568999993,242.456283568999993,2.183259336500000,13.104617612900000,38975.545675100001972
,Deschutes,473,126696,7918500000.000000000000000,0.000000000000000,527.986938476999967,527.986938476999967,1.441766329930000,11.844824934900000,182666.026936000009300
,Desha,474,34064,2129000000.000000000000000,0.000000000000000,197.388076782000013,197.388076782000013,0.348717087735000,4.023038093520000,11878.698876599999494
,Desoto,475,47086,2942875000.000000000000000,0.000000000000000,965.438903808999953,965.438903808999953,4.947201452280000,22.921407640399998,232943.927582000003895
,Deuel,476,44649,2790562500.000000000000000,0.000000000000000,84.703956603999998,84.703956603999998,0.136810800862000,1.795377008310000,6108.465447700000368
,Dewey,477,143004,8937750000.000000000000000,0.000000000000000,180.292907715000013,180.292907715000013,0.067902086170100,1.632062469610000,9710.269930660000682
,Dewitt,478,37768,2360500000.000000000000000,0.000000000000000,325.401489258000026,325.401489258000026,0.525477392069000,5.293923706320000,19846.230143699998735
,Dickens,479,37707,2356687500.000000000000000,0.000000000000000,235.178573607999994,235.178573607999994,0.060392297038900,1.620005084810000,2277.212344449999819
,Dickenson,480,13903,868937500.000000000000000,0.000000000000000,376.497558593999997,376.497558593999997,1.120889303350000,6.688866931590000,15583.723984500000370
,Dickey,481,47286,2955375000.000000000000000,0.000000000000000,170.046554565000008,170.046554565000008,0.106033177875000,2.020721116240000,5013.884848990000137
,Dickinson,482,84351,5271937500.000000000000000,0.000000000000000,224.565872192000000,224.565872192000000,0.726575292458000,5.906912612560000,61287.352494099999603
,Dickson,483,20358,1272375000.000000000000000,0.000000000000000,340.939086913999972,340.939086913999972,2.576309598790000,10.453904213700000,52448.510812100001203
,Dillingham,484,758750,47421875000.000000000000000,0.000000000000000,102.162452697999996,102.162452697999996,0.005709769059380,0.250137024028000,4332.287273799999639
,Dillon,485,16989,1061812500.000000000000000,0.000000000000000,427.472015381000006,427.472015381000006,1.907495151750000,9.717900765650000,32406.435133099999803
,Dimmit,486,55444,3465250000.000000000000000,0.000000000000000,236.110839843999997,236.110839843999997,0.176215975869000,3.231627544460000,9770.118566080000164
,Dinwiddie,487,21079,1317437500.000000000000000,0.000000000000000,232.786331176999994,232.786331176999994,1.404031449900000,7.106156379010000,29595.578932399999758
,District of Columbia,488,2671,166937500.000000000000000,0.000000000000000,3080.312500000000000,3080.312500000000000,227.384570878999995,297.258458372999996,607344.188817000016570
,Divide,489,53591,3349437500.000000000000000,0.000000000000000,77.111999511700006,77.111999511700006,0.036459149599200,0.891124500281000,1953.882286170000043
,Dixie,490,29661,1853812500.000000000000000,0.000000000000000,606.332336425999983,606.332336425999983,0.598229677292000,5.682648182400000,17744.090458200000285
,Dixon,491,20106,1256625000.000000000000000,0.000000000000000,161.651046753000003,161.651046753000003,0.275208808279000,2.945080685260000,5533.348299260000204
,Doddridge,492,13312,832000000.000000000000000,0.000000000000000,345.035400390999996,345.035400390999996,0.640771687926000,5.392657508770000,8529.952709670000331
,Dodge,493,99093,6193312500.000000000000000,0.000000000000000,1295.537231450000036,1295.537231450000036,1.687499724630000,12.158383917000000,167219.410212999995565
,Dolores,494,44575,2785937500.000000000000000,0.000000000000000,109.797164917000003,109.797164917000003,0.048838536691600,1.177267635870000,2176.977773030000208
,Dona Ana,495,158738,9921125000.000000000000000,0.000000000000000,721.337768555000025,721.337768555000025,1.432021870920000,13.348605934000000,227316.287746999994852
,Doniphan,496,16468,1029250000.000000000000000,0.000000000000000,205.305419921999999,205.305419921999999,0.468483867436000,3.831193680270000,7714.992328930000440
,Donley,497,38801,2425062500.000000000000000,0.000000000000000,98.222633361800007,98.222633361800007,0.092099262640500,1.617265404870000,3573.543489709999903
,Dooly,498,16499,1031187500.000000000000000,0.000000000000000,1176.211303710000038,1176.211303710000038,1.019791139120000,12.217314469300000,16825.534004299999651
,Door,499,20454,1278375000.000000000000000,0.000000000000000,159.870086670000006,159.870086670000006,1.267086599960000,6.030267242830000,25916.989315499999066
,Dorchester,500,47381,2961312500.000000000000000,0.000000000000000,605.284423827999944,605.284423827999944,4.048124681290000,21.051076659200000,191804.195524000009755
,Dougherty,501,13911,869437500.000000000000000,0.000000000000000,429.510498046999999,429.510498046999999,6.671793887700000,24.025885779599999,92811.324771900006454
,Douglas,502,548030,34251875000.000000000000000,0.000000000000000,1480.108398439999974,1480.108398439999974,2.724210887230000,19.455924216400000,1492949.292529999976978
,Drew,503,34659,2166187500.000000000000000,0.000000000000000,298.484466553000004,298.484466553000004,0.525565875886000,4.994547346260000,18215.587692299999617
,Dubois,504,17898,1118625000.000000000000000,0.000000000000000,189.430694579999994,189.430694579999994,2.368220880520000,10.129809630100000,42386.417319599997427
,Dubuque,505,25570,1598125000.000000000000000,0.000000000000000,525.171569824000017,525.171569824000017,3.713249213210000,19.250261153299999,94947.782381800003350
,Duchesne,506,134974,8435875000.000000000000000,0.000000000000000,219.042053223000011,219.042053223000011,0.155636379273000,2.678289870420000,21006.864656000001560
,Dukes,507,4476,279750000.000000000000000,0.000000000000000,172.618408203000001,172.618408203000001,3.824915580930000,11.920976054900001,17120.322140200001741
,Dundy,508,37999,2374937500.000000000000000,0.000000000000000,107.944099425999994,107.944099425999994,0.048611838596300,1.083724698400000,1847.201254820000031
,Dunklin,509,22740,1421250000.000000000000000,0.000000000000000,269.523864746000015,269.523864746000015,1.361740059570000,8.343532607240000,30965.968954600000870
,Dunn,510,122376,7648500000.000000000000000,0.000000000000000,1258.743286129999888,1258.743286129999888,0.399791004446000,6.303915854090000,48924.823960100002296
,Dupage,511,14018,876125000.000000000000000,0.000000000000000,999.615600586000028,999.615600586000028,65.343071614699994,84.707819390799997,915979.177893999963999
,Duplin,512,34050,2128125000.000000000000000,0.000000000000000,199.449920654000010,199.449920654000010,1.850136253690000,7.567742126460000,62997.139438199999859
,Durham,513,12339,771187500.000000000000000,0.000000000000000,786.626831055000025,786.626831055000025,23.431235082600001,51.763941107199997,289118.009683999989647
,Dutchess,514,34059,2128687500.000000000000000,0.000000000000000,1740.083496089999926,1740.083496089999926,8.905072571690001,30.228577379499999,303297.866718999983277
,Duval,515,109891,6868187500.000000000000000,0.000000000000000,2410.621582029999900,2410.621582029999900,8.307877725290000,33.387881300600000,912960.991109999944456
,Dyer,516,21970,1373125000.000000000000000,0.000000000000000,247.777847290000011,247.777847290000011,1.747769868240000,9.667093942039999,38398.504005299997516
,Eagle,517,69966,4372875000.000000000000000,0.000000000000000,945.711547851999967,945.711547851999967,0.833191075755000,11.571696491799999,58295.046806300000753
,Early,518,21750,1359375000.000000000000000,0.000000000000000,157.633544921999999,157.633544921999999,0.480521569363000,3.658367825930000,10451.344133599999623
,East Baton Rouge,519,19619,1226187500.000000000000000,0.000000000000000,2203.584960940000201,2203.584960940000201,22.926267558700001,53.413240373199997,449790.443234000005759
,East Carroll,520,18476,1154750000.000000000000000,0.000000000000000,460.245056152000018,460.245056152000018,0.378651313655000,5.954429223730000,6995.961671099999876
,East Feliciana,521,18883,1180187500.000000000000000,0.000000000000000,424.276641846000018,424.276641846000018,1.018598943330000,7.489633134230000,19234.203846899999917
,Eastland,522,38587,2411687500.000000000000000,0.000000000000000,228.196289062999995,228.196289062999995,0.479376967654000,4.271048158790000,18497.719050899999274
,Eaton,523,23915,1494687500.000000000000000,0.000000000000000,669.620849608999947,669.620849608999947,4.435022184880000,17.863672646600001,106063.555550999997649
,Eau Claire,524,26718,1669875000.000000000000000,0.000000000000000,806.132751464999956,806.132751464999956,3.763342927830000,19.545573128299999,100548.996345999999903
,Echols,525,17544,1096500000.000000000000000,0.000000000000000,173.582153320000003,173.582153320000003,0.224684161140000,2.753742407730000,3941.858923039999809
,Ector,526,37352,2334500000.000000000000000,0.000000000000000,553.930358887000011,553.930358887000011,3.858672600260000,21.773047634000001,144129.138964999991003
,Eddy,527,201388,12586750000.000000000000000,0.000000000000000,381.046630859000004,381.046630859000004,0.281088023827000,4.524368438880000,56607.754942599996866
,Edgar,528,25898,1618625000.000000000000000,0.000000000000000,169.795715331999986,169.795715331999986,0.692193660242000,5.485715625260000,17926.431412900001305
,Edgecombe,529,21087,1317937500.000000000000000,0.000000000000000,284.072631836000028,284.072631836000028,2.683260697550000,12.227214669600000,56581.918329100000847
,Edgefield,530,21007,1312937500.000000000000000,0.000000000000000,1322.106201170000077,1322.106201170000077,1.323996023130000,12.514347690799999,27813.184457999999722
,Edmonson,531,12776,798500000.000000000000000,0.000000000000000,223.162719726999995,223.162719726999995,0.961200170105000,6.845093285180000,12280.293373300000894
,Edmunds,532,47600,2975000000.000000000000000,0.000000000000000,117.559120178000001,117.559120178000001,0.079819111861400,1.488911850690000,3799.389724600000136
,Edwards,533,122556,7659750000.000000000000000,0.000000000000000,91.329383850100001,91.329383850100001,0.091001368747500,1.578928629190000,11152.763748199999100
,Effingham,534,40192,2512000000.000000000000000,0.000000000000000,328.748352050999983,328.748352050999983,2.362474554110000,10.589632099299999,94952.577278700002353
,El Dorado,535,74101,4631312500.000000000000000,0.000000000000000,540.703491211000028,540.703491211000028,2.610712560200000,16.251203281500000,193456.411423999990802
,El Paso,536,130832,8177000000.000000000000000,0.000000000000000,2211.258300779999900,2211.258300779999900,11.824531659600000,47.226029326700001,1547027.126089999917895
,Elbert,537,92515,5782187500.000000000000000,0.000000000000000,278.827819824000017,278.827819824000017,0.482880408930000,3.990771979000000,44673.681032100001175
,Elk,538,61594,3849625000.000000000000000,0.000000000000000,203.939788818000011,203.939788818000011,0.533344368991000,4.993469329290000,32850.813063699999475
,Elkhart,539,19381,1211312500.000000000000000,0.000000000000000,520.603149413999972,520.603149413999972,10.462265370400001,28.514855916399998,202769.165142999991076
,Elko,540,713230,44576875000.000000000000000,0.000000000000000,417.975830078000001,417.975830078000001,0.070745688580400,2.578629013730000,50457.947466199999326
,Elliott,541,9708,606750000.000000000000000,0.000000000000000,215.714050293000014,215.714050293000014,0.862462003256000,6.022182624320000,8372.781127610000112
,Ellis,542,128351,8021937500.000000000000000,0.000000000000000,437.409393310999974,437.409393310999974,1.603351790630000,11.049889744000000,205791.805679000011878
,Ellsworth,543,30125,1882812500.000000000000000,0.000000000000000,363.599700928000004,363.599700928000004,0.213375950974000,3.850816708770000,6427.950523100000282
,Elmore,544,155742,9733875000.000000000000000,0.000000000000000,515.226196288999972,515.226196288999972,0.717218016515000,7.022745109460000,111700.968328000002657
,Emanuel,545,28682,1792625000.000000000000000,0.000000000000000,213.042205811000002,213.042205811000002,0.795002234087000,4.933340232630000,22802.254078099998878
,Emery,546,185112,11569500000.000000000000000,0.000000000000000,110.471183776999993,110.471183776999993,0.058317024657600,1.435689574830000,10795.181068399999276
,Emmet,547,37004,2312750000.000000000000000,0.000000000000000,253.678634643999999,253.678634643999999,1.152792135250000,7.337052926720000,42657.920172899997851
,Emmons,548,64265,4016562500.000000000000000,0.000000000000000,69.054916381799998,69.054916381799998,0.049604536297900,0.984420021809000,3187.835525179999877
,Emporia,549,296,18500000.000000000000000,0.000000000000000,174.497314453000001,174.497314453000001,20.288541784900001,31.887728363699999,6005.408368340000379
,Erath,550,46002,2875125000.000000000000000,0.000000000000000,589.361572266000053,589.361572266000053,0.875326211823000,7.640482356750000,40266.756396299999324
,Erie,551,87653,5478312500.000000000000000,0.000000000000000,977.665832519999981,977.665832519999981,14.178927712900000,43.791307400199997,1242825.550820000004023
,Escambia,552,67456,4216000000.000000000000000,0.000000000000000,1672.231079099999988,1672.231079099999988,4.969535586730000,22.578005719200000,335224.992537999991328
,Esmeralda,553,148809,9300562500.000000000000000,0.000000000000000,56.833541870099999,56.833541870099999,0.005160247049150,0.268800820373000,767.891203137000048
,Essex,554,144798,9049875000.000000000000000,0.000000000000000,1764.906250000000000,1764.906250000000000,10.890645709199999,58.054473989999998,1576943.717410000041127
,Estill,555,10638,664875000.000000000000000,0.000000000000000,284.856262206999986,284.856262206999986,1.342669205960000,8.153906200820000,14283.315012999999453
,Etowah,556,22824,1426500000.000000000000000,0.000000000000000,514.534240723000039,514.534240723000039,4.551919790050000,14.523269179900000,103893.017288000002736
,Eureka,557,172975,10810937500.000000000000000,0.000000000000000,90.977493286100000,90.977493286100000,0.012466509836500,0.514049815938000,2156.394538970000212
,Evangeline,558,28240,1765000000.000000000000000,0.000000000000000,571.419555663999972,571.419555663999972,1.152344369860000,7.894077437950000,32542.205004700001155
,Evans,559,7755,484687500.000000000000000,0.000000000000000,387.318054199000017,387.318054199000017,1.438522982860000,7.871784546660000,11155.745732100000168
,Fairbanks North Star,560,307167,19197937500.000000000000000,0.000000000000000,678.966491699000017,678.966491699000017,0.341287919881000,6.284762890880000,104832.386486000003060
,Fairfax,561,16726,1045375000.000000000000000,0.000000000000000,1837.181640629999947,1837.181640629999947,68.201744150400003,109.188850271999996,1140742.372660000110045
,Fairfax City,562,253,15812500.000000000000000,0.000000000000000,663.780944824000017,663.780944824000017,90.353309782799997,93.078935759000004,22859.387375099999190
,Fairfield,563,77557,4847312500.000000000000000,0.000000000000000,1468.632324220000100,1468.632324220000100,14.285596050100001,48.142524934999997,1107947.972850000020117
,Fall River,564,72403,4525187500.000000000000000,0.000000000000000,100.832855225000003,100.832855225000003,0.094633334673900,1.840480382600000,6851.737330390000352
,Fallon,565,67229,4201812500.000000000000000,0.000000000000000,100.367210388000004,100.367210388000004,0.043037191286700,1.217454264440000,2893.347333010000057
,Falls,566,31974,1998375000.000000000000000,0.000000000000000,598.338378906000003,598.338378906000003,0.536925657794000,5.887388688010000,17167.660982299999887
,Falls Church,567,81,5062500.000000000000000,0.000000000000000,938.861389160000044,938.861389160000044,163.009466108999987,147.561391726000011,13203.766754899999796
,Fannin,568,53620,3351250000.000000000000000,0.000000000000000,800.943115233999947,800.943115233999947,1.133309108960000,7.652947307650000,60768.034422600001562
,Faribault,569,29694,1855875000.000000000000000,0.000000000000000,146.457336426000012,146.457336426000012,0.454088140696000,4.090812312960000,13483.693249800000558
,Faulk,570,41715,2607187500.000000000000000,0.000000000000000,73.419113159199995,73.419113159199995,0.052953452814200,1.005662872710000,2208.953284140000051
,Faulkner,571,27538,1721125000.000000000000000,0.000000000000000,760.888732910000044,760.888732910000044,4.668537779040000,20.675966680799998,128562.193358999997145
,Fauquier,572,27104,1694000000.000000000000000,0.000000000000000,381.600463866999974,381.600463866999974,2.604973167260000,12.536291205500000,70605.192725400003837
,Fayette,573,262500,16406250000.000000000000000,0.000000000000000,2955.529541020000124,2955.529541020000124,2.979000787010000,18.392740400400001,781987.706588999950327
,Fentress,574,20706,1294125000.000000000000000,0.000000000000000,221.973251342999987,221.973251342999987,0.893933656220000,5.802482315280000,18509.790285700000823
,Fergus,575,179959,11247437500.000000000000000,0.000000000000000,199.009323120000005,199.009323120000005,0.062818387169000,1.833172319750000,11304.734136600000056
,Ferry,576,93836,5864750000.000000000000000,0.000000000000000,196.275009154999992,196.275009154999992,0.080659285051400,1.408782856350000,7568.744672089999767
,Fillmore,577,59812,3738250000.000000000000000,0.000000000000000,187.559402465999995,187.559402465999995,0.439064374991000,3.720556164010000,26261.318396999999095
,Finney,578,53842,3365125000.000000000000000,0.000000000000000,675.256652831999986,675.256652831999986,0.644157749292000,8.824811051010000,34682.741537399997469
,Fisher,579,37708,2356750000.000000000000000,0.000000000000000,73.067558288599997,73.067558288599997,0.101931855091000,1.557778837710000,3843.646391769999809
,Flagler,580,21069,1316812500.000000000000000,0.000000000000000,324.153442383000026,324.153442383000026,6.206270920470000,22.025098788099999,130759.922023000006448
,Flathead,581,216900,13556250000.000000000000000,0.000000000000000,423.282287597999982,423.282287597999982,0.458753521050000,5.338341726240000,99503.638715799999773
,Fleming,582,14592,912000000.000000000000000,0.000000000000000,190.157135009999990,190.157135009999990,0.991413540677000,5.377095495740000,14466.706385600000431
,Florence,583,54159,3384937500.000000000000000,0.000000000000000,451.149047852000024,451.149047852000024,2.690853950270000,13.353710892000000,145733.959092000004603
,Floyd,584,122108,7631750000.000000000000000,0.000000000000000,452.748718262000011,452.748718262000011,2.044697755520000,11.246636479499999,249673.953531000006478
,Fluvanna,585,11988,749250000.000000000000000,0.000000000000000,607.430053711000028,607.430053711000028,2.413863656000000,14.022500769200001,28937.397508199999720
,Foard,586,29384,1836500000.000000000000000,0.000000000000000,58.471519470200001,58.471519470200001,0.040752601836300,0.953846359906000,1197.474452359999987
,Fond du Lac,587,31807,1987937500.000000000000000,0.000000000000000,564.688476562999995,564.688476562999995,3.250501960870000,16.688351555899999,103388.715869000006933
,Ford,588,65886,4117875000.000000000000000,0.000000000000000,385.179351806999989,385.179351806999989,0.727716205491000,8.420069888360000,47946.309914999998000
,Forest,589,61127,3820437500.000000000000000,0.000000000000000,605.720092773000033,605.720092773000033,0.300685069821000,5.183412947280000,18379.976262899999710
,Forrest,590,19570,1223125000.000000000000000,0.000000000000000,642.913879394999981,642.913879394999981,3.893074437410000,18.268019357499998,76187.466740200005006
,Forsyth,591,27448,1715500000.000000000000000,0.000000000000000,1262.103271480000103,1262.103271480000103,21.980960960499999,38.994323909999999,603333.416443999973126
,Fort Bend,592,36881,2305062500.000000000000000,0.000000000000000,1737.375000000000000,1737.375000000000000,20.032044145499999,57.511256658299999,738801.820128999999724
,Foster,593,26799,1674937500.000000000000000,0.000000000000000,87.794410705600001,87.794410705600001,0.116448293357000,1.937473223470000,3120.697813669999960
,Fountain,594,16476,1029750000.000000000000000,0.000000000000000,194.067626953000001,194.067626953000001,1.013674663880000,6.333648834800000,16701.303762100000313
,Franklin,595,711888,44493000000.000000000000000,0.000000000000000,3372.444824220000100,3372.444824220000100,3.132446963590000,20.316072375200001,2229951.404019999783486
,Frederick,596,44853,2803312500.000000000000000,0.000000000000000,789.148803711000028,789.148803711000028,7.633212330590000,29.343462797200001,342372.472664000000805
,Fredericksburg,597,442,27625000.000000000000000,0.000000000000000,497.098510741999974,497.098510741999974,60.417204820199998,85.109472256700002,26704.404530499999964
,Freeborn,598,29748,1859250000.000000000000000,0.000000000000000,311.210937500000000,311.210937500000000,1.007904102840000,8.132120314450001,29983.131251300001168
,Freestone,599,37119,2319937500.000000000000000,0.000000000000000,393.896514893000017,393.896514893000017,0.555482675517000,4.880634818940000,20618.961432500000228
,Fremont,600,548395,34274687500.000000000000000,0.000000000000000,314.002227783000023,314.002227783000023,0.200034501575000,3.557723403570000,109697.920490999997128
,Fresno,601,249730,15608125000.000000000000000,0.000000000000000,1732.925292970000100,1732.925292970000100,3.978451084400000,29.301706571800000,993538.589307000045665
,Frio,602,46475,2904687500.000000000000000,0.000000000000000,479.837219237999989,479.837219237999989,0.376681177616000,6.385533697240000,17506.257729699998890
,Frontier,603,40660,2541250000.000000000000000,0.000000000000000,164.101593017999988,164.101593017999988,0.063625682300200,1.412546889720000,2587.020242330000201
,Fulton,604,166948,10434250000.000000000000000,0.000000000000000,2257.991455079999923,2257.991455079999923,6.921654330820000,33.775250872999997,1155556.347220000112429
,Furnas,605,29731,1858187500.000000000000000,0.000000000000000,70.937728881799998,70.937728881799998,0.160673872631000,2.135941977480000,4776.994907199999943
,Gadsden,606,21989,1374312500.000000000000000,0.000000000000000,384.683715819999975,384.683715819999975,2.119843127650000,11.881510402700000,46613.230534000002081
,Gage,607,35561,2222562500.000000000000000,0.000000000000000,189.696365356000001,189.696365356000001,0.611571304995000,5.732147789840000,21748.087176900000486
,Gaines,608,62652,3915750000.000000000000000,0.000000000000000,219.487792968999997,219.487792968999997,0.306414980537000,4.037639595580000,19197.511360600001353
