OBJECTID,NAME_2,ZONE_CODE,COUNT_nl,AREA_nl,MIN_nl,MAX_nl,RANGE_nl,MEAN_nl,STD_nl,SUM_nl,VARIETY_nl,MAJORITY_nl,MINORITY_nl,MEDIAN_nl,COUNT_P,AREA_p,MIN_pop,MAX_pop,RANGE_pop,MEAN_pop,STD_pop,SUM_pop
504,Dubois,504,1682,0.116805555,0,61,61,11.62782402,12.16770002,19558,59,6,4,7,17898,1118625000,0,189.4306946,189.4306946,2.368220881,10.12980963,42386.41732
505,Dubuque,505,2503,0.173819443,0,63,63,16.87255294,14.96057336,42232,60,8,0,10,25570,1598125000,0,525.1715698,525.1715698,3.713249213,19.25026115,94947.78238
506,Duchesne,506,12914,0.896805548,0,57,57,2.167028032,4.879504571,27985,53,0,33,0,134974,8435875000,0,219.0420532,219.0420532,0.155636379,2.67828987,21006.86466
507,Dukes,507,447,0.031041666,0,29,29,6.825503356,6.815955301,3051,26,0,22,6,4476,279750000,0,172.6184082,172.6184082,3.824915581,11.92097605,17120.32214
508,Dundy,508,3583,0.248819442,0,26,26,0.277979347,1.885142681,996,22,0,11,0,37999,2374937500,0,107.9440994,107.9440994,0.048611839,1.083724698,1847.201255
509,Dunklin,509,2047,0.142152777,0,59,59,6.631167562,9.137406584,13574,55,0,37,5,22740,1421250000,0,269.5238647,269.5238647,1.36174006,8.343532607,30965.96895
510,Dunn,510,12947,0.899097215,0,60,60,11.70116629,11.31356108,151495,57,0,60,9,122376,7648500000,0,1258.743286,1258.743286,0.399791004,6.303915854,48924.82396
511,Dupage,511,1354,0.094027777,51,63,12,62.42023634,1.284461599,84517,13,63,51,63,14018,876125000,0,999.6156006,999.6156006,65.34307161,84.70781939,915979.1779
512,Duplin,512,3010,0.209027776,0,57,57,9.745847176,6.768958195,29335,50,6,40,8,34050,2128125000,0,199.4499207,199.4499207,1.850136254,7.567742126,62997.13944
513,Durham,513,1108,0.076944444,6,63,57,41.74729242,21.46542939,46256,58,63,36,48,12339,771187500,0,786.6268311,786.6268311,23.43123508,51.76394111,289118.0097
514,Dutchess,514,3312,0.229999998,0,62,62,19.93115942,15.49289131,66012,59,8,52,13,34059,2128687500,0,1740.083496,1740.083496,8.905072572,30.22857738,303297.8667
515,Duval,515,9092,0.631388884,0,63,63,14.83677959,24.05909963,134896,61,0,4,0,109891,6868187500,0,2410.621582,2410.621582,8.307877725,33.3878813,912960.9911
516,Dyer,516,1982,0.137638888,0,61,61,8.587790111,12.39328259,17021,59,0,47,6,21970,1373125000,0,247.7778473,247.7778473,1.747769868,9.667093942,38398.50401
517,Eagle,517,6623,0.459930552,0,56,56,3.342895969,8.53101635,22140,54,0,50,0,69966,4372875000,0,945.7115479,945.7115479,0.833191076,11.57169649,58295.04681
518,Early,518,1858,0.129027777,0,56,56,2.670613563,6.881372788,4962,44,0,26,0,21750,1359375000,0,157.6335449,157.6335449,0.480521569,3.658367826,10451.34413
519,East Baton Rouge,519,1656,0.114999999,7,63,56,43.4178744,19.75387247,71900,57,63,39,51,19619,1226187500,0,2203.584961,2203.584961,22.92626756,53.41324037,449790.4432
520,East Carroll,520,1604,0.111388888,0,36,36,1.327930175,4.318485806,2130,30,0,25,0,18476,1154750000,0,460.2450562,460.2450562,0.378651314,5.954429224,6995.961671
521,East Feliciana,521,1573,0.10923611,0,43,43,8.575969485,6.15781909,13490,36,6,33,7,18883,1180187500,0,424.2766418,424.2766418,1.018598943,7.489633134,19234.20385
522,Eastland,522,3335,0.23159722,0,52,52,2.085457271,6.197998533,6955,47,0,27,0,38587,2411687500,0,228.1962891,228.1962891,0.479376968,4.271048159,18497.71905
523,Eaton,523,2352,0.163333332,0,63,63,16.0412415,15.49598093,37729,59,7,63,9,23915,1494687500,0,669.6208496,669.6208496,4.435022185,17.86367265,106063.5556
524,Eau Claire,524,2720,0.188888887,0,62,62,12.89742647,14.66303353,35081,58,7,38,8,26718,1669875000,0,806.1327515,806.1327515,3.763342928,19.54557313,100548.9963
525,Echols,525,1485,0.103124999,0,12,12,0.769023569,2.189625844,1142,10,0,12,0,17544,1096500000,0,173.5821533,173.5821533,0.224684161,2.753742408,3941.858923
526,Ector,526,3172,0.220277776,0,63,63,14.25220681,17.21135797,45208,60,0,43,9,37352,2334500000,0,553.9303589,553.9303589,3.8586726,21.77304763,144129.139
527,Eddy,527,17804,1.236388879,0,63,63,3.811278364,8.501998309,67856,61,0,42,0,201388,12586750000,0,381.0466309,381.0466309,0.281088024,4.524368439,56607.75494
528,Edgar,528,2442,0.169583332,0,57,57,4.372645373,6.782779561,10678,50,0,29,5,25898,1618625000,0,169.7957153,169.7957153,0.69219366,5.485715625,17926.43141
529,Edgecombe,529,1892,0.131388888,0,63,63,12.10042283,12.21778501,22894,60,5,40,8,21087,1317937500,0,284.0726318,284.0726318,2.683260698,12.22721467,56581.91833
530,Edgefield,530,1831,0.127152777,0,60,60,10.25450573,10.64319795,18776,57,5,45,6,21007,1312937500,0,1322.106201,1322.106201,1.323996023,12.51434769,27813.18446
531,Edmonson,531,1166,0.080972222,0,23,23,3.86535163,3.998483869,4507,19,0,20,5,12776,798500000,0,223.1627197,223.1627197,0.96120017,6.845093285,12280.29337
532,Edmunds,532,4969,0.345069442,0,30,30,1.016502314,3.367736269,5051,28,0,4,0,47600,2975000000,0,117.5591202,117.5591202,0.079819112,1.488911851,3799.389725
533,Edwards,533,10571,0.734097216,0,43,43,0.548387097,2.557595006,5797,36,0,24,0,122556,7659750000,0,91.32938385,91.32938385,0.091001369,1.578928629,11152.76375
534,Effingham,534,3584,0.248888887,0,62,62,11.09486607,12.19914445,39764,59,0,50,7,40192,2512000000,0,328.7483521,328.7483521,2.362474554,10.5896321,94952.57728
535,El Dorado,535,6907,0.479652774,0,62,62,5.397712466,11.22821223,37282,61,0,3,0,74101,4631312500,0,540.7034912,540.7034912,2.61071256,16.25120328,193456.4114
536,El Paso,536,11873,0.824513882,0,63,63,17.0432915,22.25540616,202355,61,0,37,6,130832,8177000000,0,2211.258301,2211.258301,11.82453166,47.22602933,1547027.126
537,Elbert,537,8558,0.594305551,0,62,62,2.66534237,5.664053974,22810,56,0,49,0,92515,5782187500,0,278.8278198,278.8278198,0.482880409,3.990771979,44673.68103
538,Elk,538,5814,0.403749997,0,56,56,2.55125559,7.056875261,14833,53,0,31,0,61594,3849625000,0,203.9397888,203.9397888,0.533344369,4.993469329,32850.81306
539,Elkhart,539,1899,0.131874999,7,62,55,29.91363876,17.51427368,56806,56,10,7,24,19381,1211312500,0,520.6031494,520.6031494,10.46226537,28.51485592,202769.1651
540,Elko,540,68809,4.77840274,0,63,63,0.369704544,3.025707903,25439,59,0,35,0,713230,44576875000,0,417.9758301,417.9758301,0.070745689,2.578629014,50457.94747
541,Elliott,541,896,0.062222222,0,41,41,1.977678571,5.678471402,1772,31,0,16,0,9708,606750000,0,215.7140503,215.7140503,0.862462003,6.022182624,8372.781128
542,Ellis,542,11548,0.801944438,0,63,63,6.731641843,13.46453397,77737,61,0,37,0,128351,8021937500,0,437.4093933,437.4093933,1.603351791,11.04988974,205791.8057
543,Ellsworth,543,2793,0.193958332,0,56,56,1.876834945,5.882658258,5242,46,0,4,0,30125,1882812500,0,363.5997009,363.5997009,0.213375951,3.850816709,6427.950523
544,Elmore,544,15170,1.053472214,0,63,63,3.241661173,8.605505091,49176,61,0,63,0,155742,9733875000,0,515.2261963,515.2261963,0.717218017,7.022745109,111700.9683
545,Emanuel,545,2472,0.171666665,0,61,61,5.145631068,8.393381697,12720,54,0,27,5,28682,1792625000,0,213.0422058,213.0422058,0.795002234,4.933340233,22802.25408
546,Emery,546,17373,1.206458324,0,33,33,0.413284982,2.182311345,7180,30,0,29,0,185112,11569500000,0,110.4711838,110.4711838,0.058317025,1.435689575,10795.18107
547,Emmet,547,3790,0.263194442,0,57,57,6.541688654,9.086696373,24793,54,0,46,5,37004,2312750000,0,253.6786346,253.6786346,1.152792135,7.337052927,42657.92017
548,Emmons,548,6743,0.468263885,0,36,36,0.578674181,2.534882355,3902,31,0,24,0,64265,4016562500,0,69.05491638,69.05491638,0.049604536,0.984420022,3187.835525
549,Emporia,549,27,0.001875,25,61,36,48.96296296,10.30814666,1322,17,59,25,52,296,18500000,0,174.4973145,174.4973145,20.28854178,31.88772836,6005.408368
550,Erath,550,3940,0.273611109,0,62,62,3.610406091,7.829350177,14225,56,0,36,0,46002,2875125000,0,589.3615723,589.3615723,0.875326212,7.640482357,40266.7564
551,Erie,551,8617,0.598402773,0,63,63,26.01996054,18.99616865,224214,60,8,5,18,87653,5478312500,0,977.6658325,977.6658325,14.17892771,43.7913074,1242825.551
552,Escambia,552,5706,0.396249997,0,63,63,12.54994742,18.17739949,71610,61,0,4,6,67456,4216000000,0,1672.231079,1672.231079,4.969535587,22.57800572,335224.9925
553,Esmeralda,553,13711,0.95215277,0,33,33,0.069870907,0.861034367,958,19,0,17,0,148809,9300562500,0,56.83354187,56.83354187,0.005160247,0.26880082,767.8912031
554,Essex,554,14526,1.008749992,0,63,63,11.13651384,19.52724736,161769,61,0,4,0,144798,9049875000,0,1764.90625,1764.90625,10.89064571,58.05447399,1576943.717
555,Estill,555,980,0.068055555,0,44,44,3.829591837,6.834377525,3753,36,0,26,0,10638,664875000,0,284.8562622,284.8562622,1.342669206,8.153906201,14283.31501
556,Etowah,556,1998,0.138749999,0,63,63,17.02702703,15.9648723,34020,60,7,37,10,22824,1426500000,0,514.5342407,514.5342407,4.55191979,14.52326918,103893.0173
557,Eureka,557,16406,1.139305546,0,51,51,0.561014263,3.540111876,9204,48,0,46,0,172975,10810937500,0,90.97749329,90.97749329,0.01246651,0.514049816,2156.394539
558,Evangeline,558,2380,0.165277776,0,59,59,6.45210084,7.858238184,15356,51,0,36,5,28240,1765000000,0,571.4195557,571.4195557,1.15234437,7.894077438,32542.205
559,Evans,559,669,0.046458333,0,59,59,9.031390135,10.42908581,6042,50,6,18,6,7755,484687500,0,387.3180542,387.3180542,1.438522983,7.871784547,11155.74573
560,Fairbanks North Star,560,52508,3.64638886,0,63,63,2.543421955,9.1638027,133550,58,0,40,0,307167,19197937500,0,678.9664917,678.9664917,0.34128792,6.284762891,104832.3865
561,Fairfax,561,1561,0.108402777,13,63,50,57.83856502,10.200216,90286,51,63,21,63,16726,1045375000,0,1837.181641,1837.181641,68.20174415,109.1888503,1140742.373
562,Fairfax City,562,23,0.001597222,63,63,0,63,0,1449,1,63,63,63,253,15812500,0,663.7809448,663.7809448,90.35330978,93.07893576,22859.38738
563,Fairfield,563,7199,0.499930552,0,63,63,24.84011668,20.93891052,178824,61,0,4,16,77557,4847312500,0,1468.632324,1468.632324,14.28559605,48.14252493,1107947.973
564,Fall River,564,7226,0.501805552,0,55,55,0.63036258,3.574862619,4555,43,0,34,0,72403,4525187500,0,100.8328552,100.8328552,0.094633335,1.840480383,6851.73733
565,Fallon,565,7017,0.487291663,0,42,42,0.942283027,3.411613774,6612,35,0,23,0,67229,4201812500,0,100.3672104,100.3672104,0.043037191,1.217454264,2893.347333
566,Falls,566,2718,0.188749998,0,56,56,2.015820456,5.361004366,5479,37,0,23,0,31974,1998375000,0,598.3383789,598.3383789,0.536925658,5.887388688,17167.66098
567,Falls Church,567,8,0.000555556,63,63,0,63,0,504,1,63,63,63,81,5062500,0,938.8613892,938.8613892,163.0094661,147.5613917,13203.76675
568,Fannin,568,4671,0.324374997,0,59,59,4.179190751,7.20271092,19521,53,0,30,0,53620,3351250000,0,800.9431152,800.9431152,1.133309109,7.652947308,60768.03442
569,Faribault,569,2966,0.205972221,0,55,55,5.122049899,6.534462248,15192,49,0,21,5,29694,1855875000,0,146.4573364,146.4573364,0.454088141,4.090812313,13483.69325
570,Faulk,570,4285,0.297569442,0,32,32,0.558693116,2.478495077,2394,28,0,15,0,41715,2607187500,0,73.41911316,73.41911316,0.052953453,1.005662873,2208.953284
571,Faulkner,571,2441,0.169513888,0,63,63,13.26136829,13.60051037,32371,61,6,42,8,27538,1721125000,0,760.8887329,760.8887329,4.668537779,20.67596668,128562.1934
572,Fauquier,572,2524,0.175277776,0,59,59,9.540015848,8.002895633,24079,55,7,24,7,27104,1694000000,0,381.6004639,381.6004639,2.604973167,12.53629121,70605.19273
573,Fayette,573,23945,1.662847209,0,63,63,9.724368344,13.21532301,232850,61,0,4,6,262500,16406250000,0,2955.529541,2955.529541,2.979000787,18.3927404,781987.7066
574,Fentress,574,1866,0.129583332,0,45,45,3.07073955,5.398416979,5730,35,0,24,0,20706,1294125000,0,221.9732513,221.9732513,0.893933656,5.802482315,18509.79029
575,Fergus,575,19248,1.336666656,0,60,60,0.435577722,2.873385524,8384,52,0,25,0,179959,11247437500,0,199.0093231,199.0093231,0.062818387,1.83317232,11304.73414
576,Ferry,576,10313,0.71618055,0,26,26,0.617667022,2.242227189,6370,24,0,26,0,93836,5864750000,0,196.2750092,196.2750092,0.080659285,1.408782856,7568.744672
577,Fillmore,577,5891,0.409097219,0,54,54,5.951960618,6.019227451,35063,50,0,43,6,59812,3738250000,0,187.5594025,187.5594025,0.439064375,3.720556164,26261.3184
578,Finney,578,4940,0.343055553,0,63,63,2.956680162,8.500115855,14606,59,0,36,0,53842,3365125000,0,675.2566528,675.2566528,0.644157749,8.824811051,34682.74154
579,Fisher,579,3257,0.226180554,0,26,26,0.660730734,2.642564339,2152,21,0,21,0,37708,2356750000,0,73.06755829,73.06755829,0.101931855,1.557778838,3843.646392
580,Flagler,580,1752,0.121666666,0,62,62,12.75057078,17.96921517,22339,60,0,26,5,21069,1316812500,0,324.1534424,324.1534424,6.20627092,22.02509879,130759.922
581,Flathead,581,23715,1.646874987,0,62,62,1.851233397,6.323152213,43902,60,0,51,0,216900,13556250000,0,423.2822876,423.2822876,0.458753521,5.338341726,99503.63872
582,Fleming,582,1344,0.093333333,0,45,45,3.141369048,6.045532828,4222,37,0,5,0,14592,912000000,0,190.157135,190.157135,0.991413541,5.377095496,14466.70639
583,Florence,583,5105,0.354513886,0,63,63,10.60391773,14.45816093,54133,61,0,4,7,54159,3384937500,0,451.1490479,451.1490479,2.69085395,13.35371089,145733.9591
584,Floyd,584,11103,0.77104166,0,63,63,7.68819238,12.27899474,85362,61,0,4,5,122108,7631750000,0,452.7487183,452.7487183,2.044697756,11.24663648,249673.9535
585,Fluvanna,585,1103,0.076597222,0,38,38,6.449682684,5.017373026,7114,29,5,27,6,11988,749250000,0,607.4300537,607.4300537,2.413863656,14.02250077,28937.39751
586,Foard,586,2565,0.178124999,0,20,20,0.239766082,1.57236662,615,16,0,11,0,29384,1836500000,0,58.47151947,58.47151947,0.040752602,0.95384636,1197.474452
587,Fond du Lac,587,3212,0.223055554,8,62,54,19.47976339,12.50105456,62569,55,11,47,15,31807,1987937500,0,564.6884766,564.6884766,3.250501961,16.68835156,103388.7159
588,Ford,588,6136,0.426111108,0,63,63,3.84452412,8.408876503,23590,61,0,54,0,65886,4117875000,0,385.1793518,385.1793518,0.727716205,8.420069888,47946.30991
589,Forest,589,6196,0.430277774,0,49,49,2.440606843,5.370596719,15122,44,0,4,0,61127,3820437500,0,605.7200928,605.7200928,0.30068507,5.183412947,18379.97626
590,Forrest,590,1655,0.114930555,0,63,63,16.39516616,18.40543006,27134,61,0,55,9,19570,1223125000,0,642.9138794,642.9138794,3.893074437,18.26801936,76187.46674
591,Forsyth,591,2479,0.172152776,7,63,56,43.09398951,18.74999637,106830,57,63,7,49,27448,1715500000,0,1262.103271,1262.103271,21.98096096,38.99432391,603333.4164
592,Fort Bend,592,3076,0.213611109,0,63,63,28.89759428,23.19837797,88889,60,62,46,17,36881,2305062500,0,1737.375,1737.375,20.03204415,57.51125666,738801.8201
593,Foster,593,2863,0.198819443,0,51,51,1.840027943,5.06702312,5268,41,0,4,0,26799,1674937500,0,87.79441071,87.79441071,0.116448293,1.937473223,3120.697814
594,Fountain,594,1563,0.108541666,0,40,40,4.762635956,5.996316738,7444,34,0,29,5,16476,1029750000,0,194.067627,194.067627,1.013674664,6.333648835,16701.30376
595,Franklin,595,67992,4.721666629,0,63,63,7.703376868,12.92694436,523768,61,0,43,5,711888,44493000000,0,3372.444824,3372.444824,3.132446964,20.31607238,2229951.404
596,Frederick,596,4221,0.293124998,0,63,63,19.07462687,15.74917026,80514,60,9,59,12,44853,2803312500,0,789.1488037,789.1488037,7.633212331,29.3434628,342372.4727
597,Fredericksburg,597,42,0.002916667,59,63,4,62.66666667,0.745355993,2632,4,63,59,63,442,27625000,0,497.0985107,497.0985107,60.41720482,85.10947226,26704.40453
598,Freeborn,598,2969,0.206180554,0,61,61,10.03974402,9.597934517,29808,58,6,41,7,29748,1859250000,0,311.2109375,311.2109375,1.007904103,8.132120314,29983.13125
599,Freestone,599,3171,0.220208332,0,57,57,5.18448439,7.996512103,16440,53,0,35,5,37119,2319937500,0,393.8965149,393.8965149,0.555482676,4.880634819,20618.96143
600,Fremont,600,54195,3.763541637,0,62,62,1.120619983,4.681024873,60732,60,0,46,0,548395,34274687500,0,314.0022278,314.0022278,0.200034502,3.557723404,109697.9205
601,Fresno,601,22628,1.571388876,0,63,63,6.100848506,12.89856516,138050,61,0,42,0,249730,15608125000,0,1732.925293,1732.925293,3.978451084,29.30170657,993538.5893
602,Frio,602,3829,0.265902776,0,60,60,5.580830504,9.107756201,21369,56,0,42,0,46475,2904687500,0,479.8372192,479.8372192,0.376681178,6.385533697,17506.25773
603,Frontier,603,3910,0.271527776,0,28,28,0.431457801,2.20317898,1687,24,0,17,0,40660,2541250000,0,164.101593,164.101593,0.063625682,1.41254689,2587.020242
604,Fulton,604,15676,1.088611102,0,63,63,12.56800204,18.68620645,197016,61,0,33,6,166948,10434250000,0,2257.991455,2257.991455,6.921654331,33.77525087,1155556.347
605,Furnas,605,2855,0.198263887,0,35,35,1.148511384,3.629854376,3279,30,0,18,0,29731,1858187500,0,70.93772888,70.93772888,0.160673873,2.135941977,4776.994907
606,Gadsden,606,1856,0.128888888,0,59,59,8.547413793,9.224739144,15864,52,0,32,6,21989,1374312500,0,384.6837158,384.6837158,2.119843128,11.8815104,46613.23053
607,Gage,607,3378,0.234583331,0,62,62,3.752220249,8.679675673,12675,57,0,33,0,35561,2222562500,0,189.6963654,189.6963654,0.611571305,5.73214779,21748.08718
608,Gaines,608,5459,0.379097219,0,62,62,2.969225133,6.767713588,16209,53,0,33,0,62652,3915750000,0,219.487793,219.487793,0.306414981,4.037639596,19197.51136
609,Galax,609,36,0.0025,8,54,46,38.58333333,12.85252893,1389,23,29,8,41,377,23562500,0,244.434433,244.434433,19.21308011,28.22643361,7243.331201
610,Gallatin,610,13053,0.906458326,0,63,63,4.103730943,9.056186915,53566,61,0,52,0,127720,7982500000,0,531.9147339,531.9147339,0.907309525,9.574424055,115881.5726
611,Gallia,611,1834,0.12736111,0,54,54,5.988004362,9.733631679,10982,50,0,32,0,19683,1230187500,0,262.7878113,262.7878113,1.552101771,6.958791878,30550.01917
612,Galveston,612,1415,0.098263888,0,63,63,36.79363958,21.74922512,52063,61,63,4,39,16681,1042562500,0,1070.316895,1070.316895,18.59679167,44.40144491,310213.0819
613,Garden,613,6963,0.483541663,0,28,28,0.187706448,1.550790159,1307,23,0,14,0,71629,4476812500,0,60.64340973,60.64340973,0.026905954,0.749784855,1927.246554
614,Garfield,614,62576,4.345555521,0,63,63,0.942374073,4.708751178,58970,61,0,58,0,637667,39854187500,0,414.0289612,414.0289612,0.212555188,4.569991218,135539.4292
615,Garland,615,2679,0.186041665,0,63,63,10.65882792,15.05245486,28555,61,0,37,6,30481,1905062500,0,313.0996704,313.0996704,3.255023242,12.92445301,99216.36343
616,Garrard,616,892,0.061944444,0,37,37,7.182735426,5.463209003,6407,32,6,4,6,9718,607375000,0,317.9496765,317.9496765,1.839457909,9.577886546,17875.85196
617,Garrett,617,2593,0.180069443,0,52,52,7.46278442,7.990658321,19351,47,0,4,6,27579,1723687500,0,200.7791138,200.7791138,1.091358809,5.568328073,30098.58459
618,Garvin,618,2943,0.204374998,0,60,60,4.956846755,8.642983392,14588,53,0,35,0,33725,2107812500,0,175.2583618,175.2583618,0.812269641,5.546162076,27393.79365
619,Garza,619,3231,0.224374998,0,54,54,0.613122872,3.927161155,1981,38,0,16,0,37256,2328500000,0,476.6810608,476.6810608,0.197622762,5.552872872,7362.633607
620,Gasconade,620,1993,0.138402777,0,44,44,3.308078274,5.767133549,6593,41,0,4,0,21553,1347062500,0,131.1069031,131.1069031,0.693334829,4.411445363,14943.44557
621,Gaston,621,1340,0.093055555,9,63,54,36.70373134,17.69988998,49183,55,63,9,33,15030,939375000,0,463.2841492,463.2841492,14.08001498,29.0091545,211622.6252
622,Gates,622,1307,0.090763888,0,32,32,5.022953328,3.488237026,6565,21,5,15,5,14199,887437500,0,160.9411926,160.9411926,0.915283344,5.330983043,12996.1082
623,Geary,623,1541,0.107013888,0,62,62,7.74367294,15.51089192,11933,59,0,24,0,16477,1029812500,0,388.1516113,388.1516113,2.222619658,16.18854516,36622.10411
624,Geauga,624,1629,0.113124999,7,57,50,22.85942296,12.77363018,37238,51,9,56,20,16944,1059000000,0,234.7029572,234.7029572,5.535975149,14.28637842,93801.56293
625,Gem,625,2371,0.164652776,0,52,52,3.523407845,6.143766523,8354,43,0,22,0,23352,1459500000,0,197.3919525,197.3919525,0.742250192,6.074571428,17333.02648
626,Genesee,626,4686,0.325416664,6,63,57,26.93939394,17.81531845,126238,58,13,6,19,47409,2963062500,0,493.79245,493.79245,10.03464516,26.45611193,475732.4926
627,Geneva,627,2028,0.140833332,0,47,47,5.41321499,6.504046906,10978,39,0,33,6,24051,1503187500,0,152.5729065,152.5729065,1.125012234,5.051502833,27057.66923
628,Gentry,628,1960,0.13611111,0,35,35,1.731632653,4.517473941,3394,30,0,30,0,20512,1282000000,0,97.26133728,97.26133728,0.323916867,2.872610162,6644.182779
629,George,629,1715,0.119097221,0,57,57,6.025655977,6.883320404,10334,44,0,19,6,20392,1274500000,0,240.3040771,240.3040771,1.192332135,6.63292132,24314.0369
630,Georgetown,630,3193,0.221736109,0,62,62,8.630128406,12.14223284,27556,60,0,36,6,35297,2206062500,0,329.8658752,329.8658752,1.754111178,8.591982365,61914.86225
631,Gibson,631,4174,0.289861109,0,59,59,11.04072832,10.9547691,46084,57,6,4,7,45827,2864187500,0,249.2793884,249.2793884,1.82336423,8.840465934,83559.31256
632,Gila,632,17317,1.202569435,0,61,61,1.110123001,5.270337956,19224,59,0,35,0,198405,12400312500,0,236.7673187,236.7673187,0.269496181,4.224262287,53469.3898
633,Gilchrist,633,1243,0.086319444,0,38,38,5.206757844,5.249515415,6472,31,0,21,5,14764,922750000,0,300.3143311,300.3143311,1.231528517,6.773412795,18182.28702
634,Giles,634,3615,0.251041665,0,59,59,5.695435685,7.803812855,20589,56,0,29,5,40406,2525375000,0,216.9799957,216.9799957,1.155475029,6.647565804,46688.12402
635,Gillespie,635,3711,0.257708331,0,58,58,1.556992724,6.15268093,5778,48,0,31,0,44122,2757625000,0,217.0296326,217.0296326,0.607144283,5.343286439,26788.42004
636,Gilliam,636,5280,0.366666664,0,13,13,0.315151515,1.408146474,1664,11,0,12,0,50889,3180562500,0,65.5967865,65.5967865,0.035947775,0.942363844,1829.346347
637,Gilmer,637,2887,0.20048611,0,59,59,3.927606512,7.597692341,11339,54,0,40,0,31972,1998250000,0,1354.712646,1354.712646,1.259236859,10.29190378,40260.32087
638,Gilpin,638,589,0.040902777,0,56,56,8.920203735,10.09893753,5254,45,0,30,6,6225,389062500,0,129.3086548,129.3086548,0.956778505,5.663067672,5955.946191
639,Glacier,639,13984,0.971111103,0,60,60,1.392591533,4.538125682,19474,57,0,25,0,126175,7885937500,0,250.8529511,250.8529511,0.105749605,2.649638128,13342.95646
640,Glades,640,3320,0.230555554,0,51,51,2.416566265,5.099341112,8023,42,0,32,0,41172,2573250000,0,280.7685852,280.7685852,0.346079883,4.684300913,14248.80096
641,Gladwin,641,2141,0.148680554,0,44,44,5.507239608,5.892273529,11791,37,0,28,6,21394,1337125000,0,125.196228,125.196228,1.192381017,5.455433272,25509.79948
642,Glascock,642,523,0.036319444,0,17,17,2.565965583,3.658060114,1342,15,0,16,0,5995,374687500,0,59.63007355,59.63007355,0.557310311,2.940999355,3341.075312
643,Glasscock,643,3224,0.223888887,0,44,44,4.305831266,5.81028785,13882,35,0,25,0,37614,2350875000,0,36.8590889,36.8590889,0.030030923,0.465537075,1129.583137
644,Glenn,644,5183,0.359930553,0,50,50,1.474049778,4.685111737,7640,43,0,27,0,54997,3437312500,0,370.2306519,370.2306519,0.523428448,6.430972825,28786.99438
645,Gloucester,645,2173,0.150902777,0,63,63,33.19972388,21.65046048,72143,60,63,0,31,23122,1445125000,0,864.6318359,864.6318359,14.76989943,36.36673271,341509.6146
646,Glynn,646,1559,0.108263888,0,62,62,16.72418217,18.96557427,26073,60,0,36,8,18282,1142625000,0,490.2528076,490.2528076,4.677460025,18.50533241,85513.32418
647,Gogebic,647,4977,0.345624997,0,58,58,3.272855134,7.87887334,16289,54,0,45,0,47239,2952437500,0,497.6505737,497.6505737,0.331578393,4.397974937,15663.4317
648,Golden Valley,648,9519,0.661041661,0,40,40,0.516755962,2.600174492,4919,36,0,24,0,89422,5588875000,0,64.11309814,64.11309814,0.026344419,0.713939173,2355.770623
649,Goliad,649,2958,0.205416665,0,43,43,0.759296822,3.46393665,2246,28,0,16,0,35765,2235312500,0,115.372673,115.372673,0.200120377,2.495756976,7157.30527
650,Gonzales,650,3719,0.258263887,0,61,61,8.96853993,8.914872105,33354,54,0,44,8,44570,2785625000,0,209.489563,209.489563,0.449896208,4.46725081,20051.87398
651,Goochland,651,1102,0.076527777,0,62,62,11.9800363,13.22778111,13202,59,5,48,7,12036,752250000,0,613.9559937,613.9559937,2.066760403,10.98979194,24875.52821
652,Goodhue,652,3288,0.228333332,5,58,53,12.09032847,9.295535851,39753,54,7,53,8,32336,2021000000,0,252.8366547,252.8366547,1.424029475,8.948006453,46047.41709
653,Gooding,653,3029,0.210347221,0,41,41,4.518983163,6.623790333,13688,39,0,38,0,30662,1916375000,0,173.1082916,173.1082916,0.522270102,4.725989528,16013.84586
654,Gordon,654,1309,0.090902777,0,61,61,14.3223835,13.53274483,18748,58,6,55,9,14906,931625000,0,263.580719,263.580719,4.107762117,13.42117605,61230.30212
655,Goshen,655,9066,0.629583328,0,62,62,0.800242665,4.401096361,7255,56,0,4,0,92410,5775625000,0,358.405365,358.405365,0.145915216,2.967192101,13484.02513
656,Gosper,656,1781,0.123680555,0,17,17,0.734980348,2.258294428,1309,15,0,14,0,19198,1199875000,0,74.28069305,74.28069305,0.102569661,1.477112979,1969.13235
657,Gove,657,4110,0.285416664,0,36,36,0.539902676,2.4735563,2219,25,0,4,0,44288,2768000000,0,72.73200226,72.73200226,0.056400155,1.057874969,2497.850082
658,Grady,658,5697,0.395624997,0,62,62,6.8407934,9.212112437,38972,60,0,45,6,64872,4054500000,0,568.2258911,568.2258911,1.24006201,7.555827787,80445.30274
659,Grafton,659,7316,0.508055551,0,53,53,5.127118644,7.681517475,37510,50,0,53,5,72498,4531125000,0,674.8497314,674.8497314,1.272996663,9.913639575,92289.71208
660,Graham,660,21401,1.486180544,0,62,62,0.789589272,3.974390712,16898,58,0,35,0,243760,15235000000,0,1359.723999,1359.723999,0.209985594,5.299082167,51186.08837
661,Grainger,661,1139,0.079097222,0,32,32,6.935030729,3.807159315,7899,22,6,4,7,12604,787750000,0,146.3869934,146.3869934,1.870629477,7.005877002,23577.41393
662,Grand,662,21731,1.50909721,0,55,55,1.006718513,4.170633561,21877,50,0,37,0,230632,14414500000,0,278.6223755,278.6223755,0.111633809,2.503947829,25746.32871
